DCid	Species	GSMID	Factor	Cell_line	Cell_type	Tissue_type	FastQC	UniquelyMappedRatio	PBC	PeaksFoldChangeAbove10	FRiP	PeaksUnionDHSRatio
84961	Homo sapiens	GSM2476353	H3K4me3	SKmel147	melanoma	None	37.0	0.8902	0.973	3807.0	0.23538275	0.9644
84978	Homo sapiens	GSM2258772	H3K9me3	MB361	None	Breast	38.0	0.6609	0.996	274.0	0.10065675	0.5322
84979	Homo sapiens	GSM2476350	H3K27ac	501-Mel	melanoma	None	35.0	0.8951	0.992	109.0	0.07023325	0.8522
84980	Homo sapiens	GSM2871152	H3K27ac	HL-60	Acute myeloid leukemia	None	39.0	0.8883	0.983	5185.0	0.35100000000000003	0.9742
84982	Homo sapiens	GSM2258773	H3K9me3	MB361	None	Breast	38.0	0.6053	0.9940000000000001	224.0	0.071426	0.418
84983	Homo sapiens	GSM2871157	H3K4me3	HL-60	Acute myeloid leukemia	None	39.0	0.9119	0.968	6050.0	0.62614225	0.9762
85010	Homo sapiens	GSM2731533	H3K9me3	226LDM	None	Breast	34.0	0.8409	0.8390000000000001	131.0	0.00291075	0.477272727273
85011	Homo sapiens	GSM2731534	H3K9me3	226LDM	None	Breast	34.0	0.8347	0.846	148.0	0.002752	0.456081081081
85015	Homo sapiens	GSM2537223	H3K27ac	VCaP	Epithelium	Prostate	38.0	0.9222	0.991	673.0	0.266944	0.9666
85019	Homo sapiens	GSM2293450	H3K27ac	None	None	Kidney	36.0	0.5425	0.937	106.0	0.00649165449325	0.667041619798
85021	Homo sapiens	GSM2293452	H3K4me3	None	None	Clear cell renal cell carcinoma tumor	36.0	0.5025	0.858	5917.0	0.2469285	0.8988
85023	Homo sapiens	GSM2293453	H3K4me1	None	None	Clear cell renal cell carcinoma tumor	36.0	0.5477	0.882	4652.0	0.1256015	0.5294
85024	Homo sapiens	GSM2293454	H3K27ac	None	None	Clear cell renal cell carcinoma tumor	36.0	0.5561	0.87	5132.0	0.18659325	0.7464
85026	Homo sapiens	GSM2293456	H3K4me3	None	None	Kidney	36.0	0.519	0.8859999999999999	5083.0	0.12113375	0.726
85028	Homo sapiens	GSM2293457	H3K4me1	None	None	Kidney	36.0	0.5395	0.889	2642.0	0.08148075	0.5168
85030	Homo sapiens	GSM2516792	H3K27ac	CHL-1	melanoma	Skin	36.0		0.9640000000000001	1206.0	0.30499149999999997	0.813
85037	Homo sapiens	GSM2640416	H3K27ac	None	Patient	None	35.0	0.8583	0.9	434.0	0.061978	0.9476
85038	Homo sapiens	GSM2640417	H3K27ac	None	Patient	None	35.0	0.8998	0.95	2052.0	0.2505965	0.9704
85063	Homo sapiens	GSM2579158	H3K9me3	MKN7	gastric cancer cell line	None	39.0	0.7969	0.968	92.0	0.00660925	0.522222222222
85065	Homo sapiens	GSM2769887	H3K4me3	HeLa	Epithelium	Cervix	40.0		0.861	62.0	0.249622138796	0.972904318374
85066	Homo sapiens	GSM2769886	H3K4me3	HeLa	Epithelium	Cervix	39.0		0.809	54.0	0.252823394537	0.9718875502009999
85067	Homo sapiens	GSM2579154	H3K4me1	MKN7	gastric cancer cell line	None	38.0	0.8886	0.972	39.0	0.07261375	0.7242
85068	Homo sapiens	GSM2579155	H3K9me3	MKN7	gastric cancer cell line	None	39.0	0.8371	0.995	19.0	0.00316280859602	0.642857142857
85069	Homo sapiens	GSM2579157	H3K4me1	MKN7	gastric cancer cell line	None	38.0	0.8909	0.973	25.0	0.04786575	0.7428
85070	Homo sapiens	GSM2579150	H3K4me3	MKN7	gastric cancer cell line	None	38.0	0.8168	0.991	3336.0	0.135671	0.9722
85071	Homo sapiens	GSM2579151	H3K27ac	MKN7	gastric cancer cell line	None	39.0	0.8538	0.982	5808.0	0.31756725	0.9718
85072	Homo sapiens	GSM2579152	H3K27me3	MKN7	gastric cancer cell line	None	39.0	0.8605	0.9940000000000001	9.0	0.00155800195695	0.666666666667
85078	Homo sapiens	GSM2550261	H3K27ac	None	Stem cell	None	39.0	0.8008	0.965	10686.0	0.4136965	0.9714
85081	Homo sapiens	GSM2550264	H3K4me3	None	Stem cell	None	39.0	0.8516	0.982	8686.0	0.51134775	0.9748
85095	Homo sapiens	GSM2641101	H2AZac	VCaP	Epithelium	Prostate	35.0	0.8427	0.9790000000000001	2738.0	0.059315999999999994	0.9658
85096	Homo sapiens	GSM2641100	H2AZac	VCaP	Epithelium	Prostate	35.0	0.8484	0.9790000000000001	1439.0	0.05172175	0.9664
85107	Homo sapiens	GSM1847180	H3K9me2	HCT-116	Human colorectal cancer	HCT116	37.0	0.7991	0.997	179.0	0.000543	0.49828178694200004
85108	Homo sapiens	GSM1847181	H3K9me2	HCT-116	Human colorectal cancer	HCT116	37.0	0.7503	0.9940000000000001	24.0	0.014486500000000001	0.6694
85109	Homo sapiens	GSM2592801	H3K4me3	None	Macrophage	Blood	38.0	0.8461	0.9640000000000001	10246.0	0.58693625	0.9792
85112	Homo sapiens	GSM2592802	H3K4me3	None	Macrophage	Blood	38.0	0.8472	0.9490000000000001	7373.0	0.4745995	0.9774
85120	Homo sapiens	GSM1571863	H2A	T47D-MTVL	None	Breast	39.0	0.8258	0.998	314.0	0.00354975	0.397716460514
85125	Homo sapiens	GSM1571865	H2A	T47D-MTVL	None	Breast	39.0	0.835	0.997	14.0	0.0021024999999999998	0.698113207547
85126	Homo sapiens	GSM1571864	H2A	T47D-MTVL	None	Breast	38.0	0.8323	0.998	234.0	0.00310825	0.409972299169
85128	Homo sapiens	GSM2514496	H3K9me3	HeLa	Epithelium	Cervix	38.0	0.7126	0.993	170.0	0.1451635	0.5234
85130	Homo sapiens	GSM2790816	H3K27ac	None	Monocyte	Blood	34.0	0.8832	0.991	2.0	0.0007002677753510001	0.5
85131	Homo sapiens	GSM2790817	H3K27ac	None	Monocyte	Blood	34.0	0.8824	0.987	7.0	0.000744998102261	0.666666666667
85132	Homo sapiens	GSM2790814	H3K27ac	None	Monocyte	Blood	34.0		0.97	1509.0	0.10644775	0.9542
85133	Homo sapiens	GSM2790815	H3K27ac	None	Monocyte	Blood	34.0	0.8738	0.9590000000000001	2923.0	0.09318225	0.9592
85134	Homo sapiens	GSM2790812	H3K27ac	None	Monocyte	Blood	34.0	0.8897	0.9840000000000001	32.0	0.00733512421803	0.902964959569
85135	Homo sapiens	GSM2790813	H3K27ac	None	Monocyte	Blood	34.0	0.8673	0.865	1345.0	0.062343499999999996	0.9546
85136	Homo sapiens	GSM2790818	H3K27ac	None	Monocyte	Blood	34.0		0.983	10.0	0.0017548009531800001	0.631578947368
85137	Homo sapiens	GSM2790819	H3K27ac	None	Monocyte	Blood	34.0	0.7624	0.9329999999999999	2089.0	0.064252	0.9598
85138	Homo sapiens	GSM2769885	H3K4me3	HeLa	Epithelium	Cervix	40.0	0.8635	0.893	1784.0	0.21760900000000002	0.9616
85139	Homo sapiens	GSM1706719	H3K4me3	5637	Stem cell	None	38.0	0.8679	0.956	1458.0	0.19310750000000002	0.946
85140	Homo sapiens	GSM1706718	H3K27me3	5637	Stem cell	None	37.0		0.547	65.0	0.0289455	0.533898305085
85146	Homo sapiens	GSM1706710	H3K27me3	None	Embryonic Stem Cell	None	37.0	0.9248	0.938	119.0	0.05376525	0.861
85148	Homo sapiens	GSM1706712	H3	None	Embryonic Stem Cell	None	39.0	0.8835	0.997	21.0	0.000734	0.5
85149	Homo sapiens	GSM1706714	H3K27me3	None	Embryonic Stem Cell	None	37.0	0.8889	0.941	157.0	0.05462125	0.85
85151	Homo sapiens	GSM1706716	H3	5637	Stem cell	None	37.0	0.8708	0.993	75.0	0.0008955	0.44067796610200005
85162	Homo sapiens	GSM2597659	H3K4ac	H1299	Epithelium	Lung	37.0	0.8467	0.992	117.0	0.05391925	0.9494
85163	Homo sapiens	GSM2597658	H4K12ac	H1299	Epithelium	Lung	37.0	0.8564	0.995	19.0	0.00459625	0.588396278051
85167	Homo sapiens	GSM2597651	H2AK9ac	H1299	Epithelium	Lung	37.0	0.8665	0.996	19.0	0.00811975	0.8202
85168	Homo sapiens	GSM2597657	H3K18ac	H1299	Epithelium	Lung	37.0	0.8757	0.9940000000000001	28.0	0.0425865	0.9144
85169	Homo sapiens	GSM2597656	H3K14ac	H1299	Epithelium	Lung	37.0	0.8739	0.995	12.0	0.01893875	0.7726
85170	Homo sapiens	GSM2597655	H4K8ac	H1299	Epithelium	Lung	37.0	0.8657	0.995	8.0	0.00082275	0.745856353591
85171	Homo sapiens	GSM2597654	H3K23ac	H1299	Epithelium	Lung	37.0	0.8346	0.993	46.0	0.02212375	0.9278
85189	Homo sapiens	GSM2769888	H3K4me3	HeLa	Epithelium	Cervix	40.0		0.893	417.0	0.20577975	0.9776
85219	Homo sapiens	GSM2509498	H3K9me3	K562	Leukemia	None	35.0	0.9104	0.972	62.0	0.0013375	0.604982206406
85220	Homo sapiens	GSM2509499	H3K9me2	K562	Leukemia	None	35.0	0.9171	0.9359999999999999	98.0	0.003225	0.370848708487
85221	Homo sapiens	GSM2509496	H3K9me3	K562	Leukemia	None	35.0	0.8583	0.953	490.0	0.19353199999999998	0.8036
85222	Homo sapiens	GSM2509497	H3K9me3	K562	Leukemia	None	35.0	0.9055	0.972	49.0	0.00243925	0.661921708185
85223	Homo sapiens	GSM2509494	H3K9me3	K562	Leukemia	None	35.0		0.986	0.0	0.00038907968525800005	1.0
85224	Homo sapiens	GSM2509495	H3K9me3	K562	Leukemia	None	35.0	0.7343	0.958	978.0	0.28284988434700004	0.919
85225	Homo sapiens	GSM2509492	H3K9me3	K562	Leukemia	None	35.0		0.977	140.0	0.01880875	0.33219178082199996
85227	Homo sapiens	GSM2509490	H3K9me3	K562	Leukemia	None	35.0	0.8366	0.961	579.0	0.08454675	0.401
85228	Homo sapiens	GSM2509491	H3K9me3	K562	Leukemia	None	35.0		0.982	73.0	0.01003025	0.38247011952200005
85245	Homo sapiens	GSM2679924	H3K4me3	None	Monocyte	Blood	38.0	0.8239	0.983	2834.0	0.239836669747	0.9696
85246	Homo sapiens	GSM2679925	H3K4me3	None	Monocyte	Blood	39.0	0.1053	0.9440000000000001	7287.0	0.22137649999999998	0.8094
85247	Homo sapiens	GSM2679926	H3K4me3	None	Monocyte	Blood	39.0	0.0963	0.9259999999999999	6766.0	0.24278325	0.777
85248	Homo sapiens	GSM2679927	H3K4me3	None	Monocyte	Blood	39.0	0.0885	0.991	55.0	0.0218743020181	0.287356321839
85251	Homo sapiens	GSM2679922	H3K4me3	None	Monocyte	Blood	38.0	0.7954	0.976	3226.0	0.27480341909600003	0.9736
85252	Homo sapiens	GSM2679923	H3K4me3	None	Monocyte	Blood	39.0	0.0974	0.943	6550.0	0.23758575	0.7782
85255	Homo sapiens	GSM2679928	H3K4me3	None	Monocyte	Blood	39.0	0.0986	0.955	11807.0	0.42102625	0.8738
85256	Homo sapiens	GSM2679929	H4ac	None	Monocyte	Blood	39.0	0.8802	0.9690000000000001	3106.0	0.1873665	0.9644
85269	Homo sapiens	GSM2150362	H3K27ac	H1299	Epithelium	Lung	38.0	0.9125	0.9790000000000001	5338.0	0.430253	0.9732
85270	Homo sapiens	GSM2150363	H3K27me3	H1299	Epithelium	Lung	38.0	0.8456	0.991	47.0	0.0024980000000000002	0.5583333333330001
85271	Homo sapiens	GSM2150360	H3K9me3	H1299	Epithelium	Lung	39.0	0.7649	0.9890000000000001	99.0	0.01037225	0.369230769231
85272	Homo sapiens	GSM2150366	H3K4me3	H1299	Epithelium	Lung	37.0	0.9328	0.924	9528.0	0.8668885000000001	0.9774
85273	Homo sapiens	GSM2150367	H3K9ac	H1299	Epithelium	Lung	36.0	0.2152	0.711	8192.0	0.572468855874	0.9726
85274	Homo sapiens	GSM2150364	H3K36me3	H1299	Epithelium	Lung	39.0	0.8737	0.995	47.0	0.012083	0.3682
85275	Homo sapiens	GSM2150365	H3K4me1	H1299	Epithelium	Lung	39.0	0.9232	0.991	89.0	0.1505375	0.899
85277	Homo sapiens	GSM2150368	H3K9me3	H1299	Epithelium	Lung	39.0	0.794	0.988	200.0	0.0715655	0.3684
85281	Homo sapiens	GSM2766570	H3K4me3	None	Epithelium	None	39.0	0.9176	0.988	415.0	0.334071761935	0.9698
85282	Homo sapiens	GSM2766571	H3K27me3	None	Epithelium	None	39.0	0.8652	0.9890000000000001	32.0	0.0026395	0.607594936709
85283	Homo sapiens	GSM2809617	H3K27ac	HCT-116	None	Colon	39.0	0.9194	0.924	926.0	0.45025299999999996	0.9764
85292	Homo sapiens	GSM2809619	H3K4me3	HCT-116	None	Colon	39.0	0.9407	0.826	7674.0	0.8299435	0.9712
85293	Homo sapiens	GSM2809618	H3K27ac	HCT-116	None	Colon	39.0	0.9205	0.9359999999999999	648.0	0.406846	0.9736
85313	Homo sapiens	GSM2356658	H3K27ac	TE6	None	None	37.0	0.919	0.985	4.0	0.024553	0.919830328738
85314	Homo sapiens	GSM2356659	H3K27ac	TT	None	Thyroid	37.0	0.9103	0.993	5.0	0.0136530042271	0.901538461538
85315	Homo sapiens	GSM2356656	H3K27ac	KATO III	None	Stomach	37.0	0.9278	0.976	386.0	0.153406008328	0.953
85316	Homo sapiens	GSM2356657	H3K27ac	TE10	None	None	37.0	0.9209	0.971	162.0	0.06472975	0.94
85317	Homo sapiens	GSM2356655	H3K27ac	HSC4	squamous cell carcinoma	Head and neck	37.0	0.9195	0.9840000000000001	470.0	0.1469915	0.9670000000000001
85356	Homo sapiens	GSM2232727	H3K27me3	SKNO-1	AML cell	None	33.0	0.7904	0.9840000000000001	77.0	0.027127	0.7144
85357	Homo sapiens	GSM2232726	H3K27me3	SKNO-1	AML cell	None	33.0	0.7779	0.986	81.0	0.02354625	0.727
85358	Homo sapiens	GSM2232725	H3K27me3	SKNO-1	AML cell	None	33.0	0.7849	0.988	66.0	0.0110235	0.719489981785
85359	Homo sapiens	GSM2232724	H3K27me3	SKNO-1	AML cell	None	33.0	0.7773	0.992	69.0	0.003865	0.626790227464
85360	Homo sapiens	GSM2232723	H3K4me1	SKNO-1	AML cell	None	37.0	0.8203	0.995	13.0	0.01936175	0.7888
85361	Homo sapiens	GSM2232722	H3K4me1	SKNO-1	AML cell	None	38.0	0.8516	0.995	13.0	0.0994485	0.8909999999999999
85362	Homo sapiens	GSM2232721	H3K4me1	SKNO-1	AML cell	None	37.0	0.8505	0.996	17.0	0.11748399999999999	0.914
85363	Homo sapiens	GSM2232720	H3K4me3	SKNO-1	AML cell	None	39.0	0.8634	0.9840000000000001	86.0	0.045115499999999996	0.9544
85367	Homo sapiens	GSM2232728	H3K27me3	SKNO-1	AML cell	None	34.0	0.7909	0.9890000000000001	0.0	0.0004976694894780001	1.0
85372	Homo sapiens	GSM2550205	H3K27ac	None	Stem cell	None	38.0	0.9971	0.8640000000000001	74.0	0.41854317303599997	0.9736286919830001
85373	Homo sapiens	GSM2550207	H3	None	Stem cell	None	39.0	0.8874	0.977	11.0	0.128654	0.8640000000000001
85374	Homo sapiens	GSM2550206	H3K27me3	None	Stem cell	None	38.0	0.9979	0.855	34.0	0.0958344275649	0.8028279654359999
85375	Homo sapiens	GSM2550201	H3K4me3	None	Endothelial Cell	None	39.0	0.7983	0.982	2132.0	0.25375925	0.9726
85376	Homo sapiens	GSM2550200	H3	None	Endothelial Cell	None	38.0	0.8945	0.983	13.0	0.1903145	0.9458
85380	Homo sapiens	GSM2486820	H3K9me3	None	Endothelial Cell	Umbilical Vein	39.0	0.8421	0.992	158.0	0.0819275	0.8186
85396	Homo sapiens	GSM1914982	H3K4me1	143B	Osteosarcoma cell	None	39.0	0.8346	0.992	2486.0	0.22206599999999999	0.927
85400	Homo sapiens	GSM1914985	H3K27ac	HOS	Osteosarcoma cell	None	38.0	0.7635	0.982	7601.0	0.42804949999999997	0.9724
85410	Homo sapiens	GSM1914986	H3K4me1	HOS	Osteosarcoma cell	None	38.0	0.8735	0.992	773.0	0.200033	0.8388
85431	Homo sapiens	GSM2935550	H3K27me3	LCL	Lymphoblastoid	Blood	35.0	0.7739	0.992	302.0	0.0097045	0.5252
85432	Homo sapiens	GSM2935551	H3K27me3	LCL	Lymphoblastoid	Blood	35.0	0.8957	0.9990000000000001	2.0	0.000158007904666	0.28571428571400004
85434	Homo sapiens	GSM1706733	H3K27me3	1184	Stem cell	None	37.0	0.7909	0.504	227.0	0.0702535	0.655110793424
85436	Homo sapiens	GSM1706731	H3	1184	Stem cell	None	39.0		0.9990000000000001	11.0	0.000286227975548	0.555555555556
85439	Homo sapiens	GSM1706736	H3	5637	Stem cell	None	39.0	0.1042	0.9990000000000001	3.0	9.83660249245e-05	0.166666666667
85441	Homo sapiens	GSM1706734	H3K4me3	1184	Stem cell	None	38.0	0.8490000000000001	0.873	4291.0	0.24354075	0.9514
85444	Homo sapiens	GSM1706739	H3K4me3	5637	Stem cell	None	38.0	0.8572	0.759	2450.0	0.16688250000000002	0.9386
85445	Homo sapiens	GSM1706738	H3K27me3	5637	Stem cell	None	37.0		0.669	113.0	0.043526999999999996	0.635014836795
85446	Homo sapiens	GSM2719745	H3K4me3	HCT-116	None	HCT116	36.0	0.87	0.991	3792.0	0.1366625	0.9748
85447	Homo sapiens	GSM2719744	H3K4me3	HCT-116	None	HCT116	36.0	0.89	0.982	7244.0	0.3481835	0.9762
85448	Homo sapiens	GSM2719747	H3K4me3	HCT-116	None	HCT116	36.0	0.8726	0.99	4588.0	0.15547975	0.9748
85449	Homo sapiens	GSM2719746	H3K4me3	HCT-116	None	HCT116	36.0	0.8814	0.988	6269.0	0.25652425	0.9756
85450	Homo sapiens	GSM2719741	H3K4me3	HCT-116	None	HCT116	36.0	0.8765	0.988	5215.0	0.19524049999999998	0.9764
85451	Homo sapiens	GSM2719740	H3K4me3	HCT-116	None	HCT116	36.0	0.8933	0.982	6600.0	0.359613	0.9740000000000001
85452	Homo sapiens	GSM2719743	H3K4me3	HCT-116	None	HCT116	36.0	0.8762	0.9890000000000001	5251.0	0.2019825	0.9764
85453	Homo sapiens	GSM2719742	H3K4me3	HCT-116	None	HCT116	36.0	0.8809999999999999	0.988	5655.0	0.2337235	0.9734
85454	Homo sapiens	GSM2719749	H3K27ac	HCT-116	None	HCT116	36.0	0.8743	0.992	647.0	0.0646275	0.9632
85455	Homo sapiens	GSM2719748	H3K27ac	HCT-116	None	HCT116	36.0	0.8809999999999999	0.991	1722.0	0.143678	0.9742
85456	Homo sapiens	GSM2597639	H3K18ac	H1299	Epithelium	Lung	37.0	0.8696	0.995	209.0	0.0337915	0.9592
85457	Homo sapiens	GSM2597638	H3K14ac	H1299	Epithelium	Lung	37.0	0.8663	0.996	128.0	0.00184975	0.516198704104
85458	Homo sapiens	GSM2711385	H3K4me1	HCT-116	None	HCT116	35.0	0.8756	0.988	986.0	0.404923	0.9542
85460	Homo sapiens	GSM2597637	H4K8ac	H1299	Epithelium	Lung	37.0	0.8663	0.995	211.0	0.03730425	0.9546
85461	Homo sapiens	GSM2597636	H3K23ac	H1299	Epithelium	Lung	37.0	0.8593	0.997	6.0	0.0012879875316300002	0.766666666667
85468	Homo sapiens	GSM2040759	H3K27ac	GM06990	Lymphoblastoid	None	36.0	0.9207	0.992	584.0	0.09839049999999999	0.9534
85469	Homo sapiens	GSM2040758	H3K27ac	GM17942	Lymphoblastoid	None	35.0	0.9396	0.872	3733.0	0.44103325	0.9602
85470	Homo sapiens	GSM2040751	H3K27me3	ID00014	Lymphoblastoid	None	36.0	0.934	0.779	248.0	0.024398	0.8540000000000001
85471	Homo sapiens	GSM2040750	H3K27me3	GM06990	Lymphoblastoid	None	37.0	0.9105	0.862	338.0	0.01436575	0.8032
85472	Homo sapiens	GSM2040753	H3K27me3	ID00016	Lymphoblastoid	None	36.0	0.9255	0.8109999999999999	348.0	0.02666475	0.8278
85473	Homo sapiens	GSM2040752	H3K27me3	ID00015	Lymphoblastoid	None	37.0	0.9243	0.905	303.0	0.01266925	0.8192
85474	Homo sapiens	GSM2040755	H3K27ac	GM12878	Lymphoblastoid	None	36.0	0.9356	0.94	1109.0	0.24038600000000002	0.9534
85475	Homo sapiens	GSM2040754	H3K27me3	ID00016	Lymphoblastoid	None	37.0	0.9221	0.95	232.0	0.0058744999999999995	0.726546906188
85476	Homo sapiens	GSM2040757	H3K27ac	GM17942	Lymphoblastoid	None	35.0	0.9368	0.877	5058.0	0.43808875	0.9634
85477	Homo sapiens	GSM2040756	H3K27ac	GM12878	Lymphoblastoid	None	36.0	0.9339	0.945	1072.0	0.2514735	0.9552
85478	Homo sapiens	GSM2258758	H3K27ac	MB361	None	Breast	38.0	0.8384	0.993	3546.0	0.35210749999999996	0.9782
85479	Homo sapiens	GSM2258759	H3K27ac	MB361	None	Breast	38.0	0.8063	0.995	201.0	0.059177	0.9724
85482	Homo sapiens	GSM2258752	H3K9ac	ZR-75-1	None	Breast	38.0	0.8602	0.996	145.0	0.13591025	0.9694
85484	Homo sapiens	GSM2258750	H3K79me2	ZR-75-1	None	Breast	37.0	0.8375	0.995	3.0	0.10709149999999999	0.7336
85485	Homo sapiens	GSM2258751	H3K79me2	ZR-75-1	None	Breast	37.0	0.6944	0.992	7.0	0.0347545	0.7498693152120001
85486	Homo sapiens	GSM2258754	H3K9me3	ZR-75-1	None	Breast	38.0	0.5886	0.9940000000000001	363.0	0.163123	0.46399999999999997
85487	Homo sapiens	GSM2258755	H3K9me3	ZR-75-1	None	Breast	36.0	0.5652	0.993	35.0	0.00441989238955	0.539877300613
85491	Homo sapiens	GSM2720356	H3K4me3	None	MSC	None	38.0	0.2831	0.922	3679.0	0.24285675	0.9684
85493	Homo sapiens	GSM2720357	H3K4me3	None	MSC	None	39.0	0.3674	0.835	11135.0	0.7105415	0.9732
85510	Homo sapiens	GSM2493805	H3K4me1	None	Epithelium	Lung	38.0	0.8607	0.9890000000000001	16.0	0.0011445000000000001	0.741935483871
85511	Homo sapiens	GSM2493804	H3K4me1	None	Epithelium	Lung	36.0	0.7708	0.99	21.0	0.00268275	0.628205128205
85512	Homo sapiens	GSM2493807	H3K27ac	None	Epithelium	Lung	37.0	0.4843	0.8220000000000001	90.0	0.011708	0.932025028441
85513	Homo sapiens	GSM2493806	H3K27ac	None	Epithelium	Lung	37.0	0.8472	0.9179999999999999	12.0	0.00228906389233	0.777777777778
85514	Homo sapiens	GSM2151918	H3K27me3	None	Fibroblast	Skin	36.0	0.9036	0.9990000000000001	9.0	0.00110371421527	0.551724137931
85516	Homo sapiens	GSM2151916	H3K27me3	None	Fibroblast	Skin	36.0	0.9054	0.958	208.0	0.00830825	0.5450450450450001
85517	Homo sapiens	GSM2151917	H3K27me3	None	Fibroblast	Skin	36.0	0.9058	0.9990000000000001	5.0	0.000589680727995	0.375
85518	Homo sapiens	GSM2151914	H3K4me3	None	Fibroblast	Skin	36.0	0.9168	0.997	234.0	0.222696737044	0.9666
85519	Homo sapiens	GSM2151915	H3K27me3	None	Fibroblast	Skin	36.0	0.9064	0.998	3.0	0.000301655307129	0.5
85520	Homo sapiens	GSM2151912	H3K4me3	None	Fibroblast	Skin	36.0	0.9062	0.993	2560.0	0.310979042084	0.9740000000000001
85521	Homo sapiens	GSM2151913	H3K4me3	None	Fibroblast	Skin	36.0	0.9146	0.987	8464.0	0.504037	0.9748
85522	Homo sapiens	GSM2151910	H3K27ac	None	Fibroblast	Skin	36.0	0.8908	0.9840000000000001	20075.0	0.484382	0.9742
85523	Homo sapiens	GSM2151911	H3K4me3	None	Fibroblast	Skin	36.0	0.9032	0.9940000000000001	2111.0	0.306136358546	0.9740000000000001
85577	Homo sapiens	GSM1857033	H3K27ac	CUTLL1	T Lymphocyte	Blood	34.0	0.8382	0.9740000000000001	8655.0	0.44153775	0.9742
85578	Homo sapiens	GSM1857031	H3K27ac	CUTLL1	T Lymphocyte	Blood	34.0	0.8377	0.973	7577.0	0.43985925	0.9754
85579	Homo sapiens	GSM2150346	H3K27ac	H1299	Epithelium	Lung	38.0	0.9199	0.909	39.0	0.310779857891	0.923835832676
85580	Homo sapiens	GSM2150347	H3K27me3	H1299	Epithelium	Lung	38.0	0.7903	0.987	63.0	0.00130025	0.48755186721999993
85581	Homo sapiens	GSM2150348	H3K36me3	H1299	Epithelium	Lung	39.0	0.8829	0.995	24.0	0.00350925	0.350846468184
85582	Homo sapiens	GSM2150349	H3K4me1	H1299	Epithelium	Lung	39.0	0.8914	0.9940000000000001	20.0	0.0348905	0.8548
85595	Homo sapiens	GSM2258921	H3K23ac	76NF2V	None	Breast	38.0	0.8420000000000001	0.998	11.0	0.0027835	0.860581745236
85596	Homo sapiens	GSM2258920	H2BK120ub	76NF2V	None	Breast	38.0	0.7182	0.9940000000000001	2.0	0.00078375	0.495327102804
85597	Homo sapiens	GSM2258923	H2BK120ub	AU565	None	Breast	37.0	0.795	0.997	5.0	0.02327975	0.508
85598	Homo sapiens	GSM2258922	H4K8ac	76NF2V	None	Breast	38.0	0.7611	0.997	138.0	0.16150275	0.9698
85599	Homo sapiens	GSM2258925	H4K8ac	AU565	None	Breast	38.0	0.8346	0.9790000000000001	35.0	0.00627475	0.841427735518
85600	Homo sapiens	GSM2258924	H3K23ac	AU565	None	Breast	36.0	0.6846	0.997	26.0	0.0110615	0.8854
85601	Homo sapiens	GSM2258927	H3K23ac	HCC1937	None	Breast	36.0	0.7924	0.998	6.0	0.0091375	0.9106
85602	Homo sapiens	GSM2258926	H2BK120ub	HCC1937	None	Breast	36.0	0.7935		5.0	0.011988	0.457766367137
85603	Homo sapiens	GSM2258929	H2BK120ub	HCC1954	None	Breast	36.0	0.7209	0.995	11.0	0.006668	0.549328663164
85604	Homo sapiens	GSM2258928	H4K8ac	HCC1937	None	Breast	37.0	0.764	0.993	1260.0	0.16230175	0.9674
85618	Homo sapiens	GSM2258699	H3K9ac	76NF2V	None	Breast	38.0	0.8067	0.9940000000000001	86.0	0.061688	0.9674
85619	Homo sapiens	GSM2258698	H3K9ac	76NF2V	None	Breast	38.0	0.8473	0.9940000000000001	1124.0	0.31145925	0.976
85621	Homo sapiens	GSM2258693	H3K4me1	76NF2V	None	Breast	38.0	0.8115	0.9940000000000001	578.0	0.28033	0.9288
85622	Homo sapiens	GSM2258692	H3K4me1	76NF2V	None	Breast	38.0	0.8694	0.997	11.0	0.07968375	0.9302
85623	Homo sapiens	GSM2258691	H3K36me3	76NF2V	None	Breast	37.0	0.7449	0.995	200.0	0.17637125	0.4536
85624	Homo sapiens	GSM2258690	H3K36me3	76NF2V	None	Breast	38.0	0.8009999999999999	0.997	42.0	0.05150975	0.4688
85625	Homo sapiens	GSM2258697	H3K79me2	76NF2V	None	Breast	37.0	0.7076	0.991	19.0	0.171765	0.7926
85626	Homo sapiens	GSM2258696	H3K79me2	76NF2V	None	Breast	38.0	0.823	0.993	4.0	0.16691725	0.8048
85627	Homo sapiens	GSM2258695	H3K4me3	76NF2V	None	Breast	38.0	0.8832	0.951	9191.0	0.80946325	0.9806
85628	Homo sapiens	GSM2258694	H3K4me3	76NF2V	None	Breast	38.0	0.8859	0.97	7556.0	0.8203705	0.9766
85643	Homo sapiens	GSM2476360	H3K27me3	SKmel147	melanoma	None	37.0	0.8908	0.998	5.0	0.0008879402256250001	0.375
85647	Homo sapiens	GSM2746536	H3K4me1	SW480	None	Colon	40.0	0.9037	0.9790000000000001	18.0	0.20408775	0.9118
85648	Homo sapiens	GSM2125143	H4	MIN	cancer cells	Breast	40.0	0.8445	0.9790000000000001	92.0	0.0159555	0.7704
85655	Homo sapiens	GSM2746538	H3K27ac	SW480	None	Colon	40.0	0.9224	0.977	4417.0	0.4520675	0.9764
85681	Homo sapiens	GSM2861705	H3K27me3	None	Hematopoietic Stem Cell	Cord blood	35.0	0.8681	0.9840000000000001	111.0	0.00262325	0.395161290323
